YEAR,MONTH,DAY,HR,WS,T2M,MSLP,RH2,dates,observations,station
2009,1,15,18,2.2,-5.5,1020.6,97.9,2009011518,0.5,LGR
2009,1,16,0,1,-1.6,1021.8,43.1,2009011600,2.4,SPZ
2009,1,16,9,2.4,-2.1,1019.9,48.7,2009011609,1.6,LGR
2009,1,16,15,2,0.9,1021,75.1,2009011615,2.4,SPZ
2009,1,17,0,1,-3.5,1022,59.2,2009011700,1,LGR
2009,1,17,6,2.2,-1,1020.4,34.6,2009011706,2.4,SPZ
2009,1,17,15,0.9,-1.2,1020,64.9,2009011715,3.1,LGR
2009,1,17,21,1.2,-0.8,1020.4,56.3,2009011721,1.6,SPZ
2009,1,18,6,3,-6,1020.4,82.8,2009011806,1,LGR
2009,1,18,12,5.6,-0.1,1012.1,72.3,2009011812,3.4,SPZ
2009,1,18,21,4.6,-5.2,1012.5,97.7,2009011821,1,LGR
2009,1,19,3,4.7,-5.3,1011.8,65.8,2009011903,2.6,SPZ
2009,1,19,12,6.7,-3.3,1010.6,80.7,2009011912,5.1,LGR
2009,1,19,18,5.9,-1.1,1002.3,81.5,2009011918,3.3,SPZ
2009,1,20,3,10,-2.8,1002.5,98.4,2009012003,7.2,LGR
2009,1,20,9,6.4,-0.7,994.7,88.3,2009012009,2.1,SPZ
2009,1,20,18,8.7,-2,998.4,98.7,2009012018,4.6,LGR
2009,1,21,0,8.1,-5,1005.3,85.5,2009012100,3.9,SPZ
2009,1,21,9,2.1,-1.8,1001.2,96.6,2009012109,4.1,LGR
2009,1,21,15,8.4,-2.4,1003.7,86.2,2009012115,3.9,SPZ
2009,1,22,0,1,-5.6,1002.7,63.9,2009012200,1.6,LGR
2009,1,22,6,4.8,-7.3,1009,76.7,2009012206,2.1,SPZ
2009,1,22,15,1.7,-5.6,1007.1,94.6,2009012215,2.1,LGR
2009,1,22,21,2.9,-4.4,1002.3,25.2,2009012221,2.1,SPZ
2009,1,23,6,3.4,-5.6,997.4,35.1,2009012306,2.1,LGR
2009,1,23,12,8.4,-1.1,989,78.9,2009012312,3.9,SPZ
2009,1,23,21,4.1,-4.5,986.6,97.7,2009012321,3.6,LGR
2009,1,24,3,3.3,-8,992.3,62.5,2009012403,1.7,SPZ
2009,1,24,12,3.5,-4.9,986.3,83.2,2009012412,3.6,LGR
2009,1,24,18,3.2,-4.5,986.7,77.3,2009012418,1.6,SPZ
2009,1,25,3,10.1,-4.6,992.8,78.5,2009012503,3.6,LGR
2009,1,25,9,8.5,-7,1002.3,76.9,2009012509,3.1,SPZ
2009,1,25,18,3.5,-8.5,1001.3,92.6,2009012518,3.6,LGR
2009,1,26,0,3.8,-5.9,1002,69.4,2009012600,2.1,SPZ
2009,1,26,9,2.1,-7.2,1001.6,83.8,2009012609,2.6,LGR
2009,1,26,15,4.9,-3.7,1000.6,71,2009012615,2,SPZ
2009,1,27,0,11.2,-5.2,1002.9,85.2,2009012700,2.6,LGR
2009,1,27,6,8.1,-5.1,1004.5,86.4,2009012706,3.1,SPZ
2009,1,27,15,10.1,-3,1000.3,90.1,2009012715,4.1,LGR
2009,1,27,21,12.9,-5.5,1009,80.9,2009012721,3.9,SPZ
2009,1,28,6,7.7,-6.4,1008.3,81.1,2009012806,4.1,LGR
2009,1,28,12,10.9,-4.2,1010.9,79.2,2009012812,4.5,SPZ
2009,1,28,21,7,-6,1008.3,73,2009012821,2.1,LGR
2009,1,29,3,6.4,-5,1012.9,74.7,2009012903,4.3,SPZ
2009,1,29,12,0.9,-1.5,1011.5,79.7,2009012912,1,LGR
2009,1,29,18,5,-2.6,1013.9,71.6,2009012918,3.4,SPZ
2009,1,30,3,1.2,-4.5,1016.1,94.6,2009013003,1,LGR
2009,1,30,9,1,-2.7,1017.4,63.9,2009013009,3.1,SPZ
2009,1,30,18,1.9,-6.5,1018,91.7,2009013018,3.1,LGR
2009,1,31,0,2.7,-7.4,1012.2,51.9,2009013100,2.8,SPZ
2009,1,31,9,1.9,-6.9,1015,97.4,2009013109,2.1,LGR
2009,1,31,15,3.5,-3.7,1011.2,74.8,2009013115,1.6,SPZ
2009,2,1,0,5.4,-7.2,1010.2,95.2,2009020100,3.1,LGR
2009,2,1,15,5.3,-7.3,1009,90.6,2009020115,6.2,SPZ
2009,2,1,21,8.1,-6,1007.4,77.1,2009020121,2.6,LGR
2009,2,2,6,7.3,-4.1,1008.8,93.7,2009020206,5.1,SPZ
2009,2,2,12,12.5,0.1,1002.4,80.3,2009020212,5.3,LGR
2009,2,2,21,5.2,-3.5,1004.8,91.5,2009020221,4.1,SPZ
2009,2,3,3,7.8,-2.5,1001.5,93.5,2009020303,1.7,LGR
2009,2,3,12,6.5,-1.5,1002.4,92.3,2009020312,4.1,SPZ
2009,2,3,18,3.6,-1.9,1000.4,75.8,2009020318,1.6,LGR
2009,2,4,3,1.9,-2.9,998.6,99.9,2009020403,1,SPZ
2009,2,4,9,0.5,-0.7,997.4,61.1,2009020409,2.6,LGR
2009,2,4,18,3.3,-4.9,1001.1,90.7,2009020418,3.6,SPZ
2009,2,5,0,6.4,-3.3,1002.5,81.2,2009020500,3.4,LGR
2009,2,5,9,5,-2.7,1005.6,98.6,2009020509,3.1,SPZ
2009,2,5,15,5.3,-0.1,1002.7,76.3,2009020515,3.4,LGR
2009,2,6,0,10.3,-1.5,996.4,98.8,2009020600,4.1,SPZ
2009,2,6,6,7,-2,998.7,93.4,2009020606,4.5,LGR
2009,2,6,15,7.3,-1.1,997.1,93.6,2009020615,6.2,SPZ
2009,2,6,21,7.1,-2.1,993.4,86.4,2009020621,4.1,LGR
2009,2,7,12,5,-1,987.3,86.8,2009020712,2.8,SPZ
2009,2,7,21,3.2,-3.5,986.4,98.3,2009020721,2.1,LGR
2009,2,8,12,9.3,-3.3,992.9,82.9,2009020812,6.7,SPZ
2009,2,8,18,9.9,-7,1004.9,82.3,2009020818,3.8,LGR
2009,2,9,3,3.5,-9.1,1006.9,63.5,2009020903,3.1,SPZ
2009,2,9,9,4,-6.7,1011.5,51.3,2009020909,2.6,LGR
2009,2,9,18,3.8,-7.9,1013.1,82.7,2009020918,1,SPZ
2009,2,10,0,7.8,-5.4,1005.7,80.7,2009021000,2.4,LGR
2009,2,10,9,6.3,-4.3,1005.6,97,2009021009,5.7,SPZ
2009,2,10,15,7.5,-1.5,999.4,70,2009021015,2.2,LGR
2009,2,11,0,12.3,-11.5,1009.3,67.7,2009021100,3.6,SPZ
2009,2,11,6,12.1,-8.7,1009.6,77.6,2009021106,2.4,LGR
2009,2,11,15,16.1,-10.3,1008,77.2,2009021115,8.2,SPZ
2009,2,11,21,10.3,-12.1,1017.7,79.5,2009021121,2.9,LGR
2009,2,12,6,10.6,-12.4,1012.4,72,2009021206,3.6,SPZ
2009,2,12,12,7.9,-7.8,1013.2,74.7,2009021212,3.4,LGR
2009,2,12,21,11,-14.8,1017.2,71.9,2009021221,8.2,SPZ
2009,2,13,3,10,-12.5,1019.6,80.6,2009021303,2.6,LGR
2009,2,13,12,11.4,-12.2,1015,75.9,2009021312,5.1,SPZ
2009,2,13,18,10.6,-12,1019.5,80,2009021318,5.8,LGR
2009,2,14,3,8,-14.5,1016.7,77.5,2009021403,3.1,SPZ
2009,2,14,9,8.5,-11.5,1020.5,75.6,2009021409,3.6,LGR
2009,2,14,18,10.8,-13,1020.2,67.8,2009021418,5.1,SPZ
2009,2,15,0,6,-10.5,1026.9,54.8,2009021500,3.6,LGR
2009,2,15,9,9.6,-12.5,1024.2,60.3,2009021509,3.6,SPZ
2009,2,15,15,8.8,-8.9,1026.7,50,2009021515,5,LGR
2009,2,16,0,8.3,-9.3,1022,70.5,2009021600,4.1,SPZ
2009,2,16,6,6,-8.4,1023.6,61.8,2009021606,3.4,LGR
2009,2,16,15,4.9,-6.1,1019.7,76.1,2009021615,4.6,SPZ
2009,2,16,21,6.8,-7.9,1023.3,72.9,2009021621,2.6,LGR
2009,2,17,6,2.4,-7.3,1016.8,74.9,2009021706,2.1,SPZ
2009,2,17,12,7.6,-2.8,1013.4,79.7,2009021712,2.2,LGR
2009,2,17,21,14.9,-13,1014.5,76.8,2009021721,6.2,SPZ
2009,2,18,3,9.6,-12.9,1023.4,63.7,2009021803,3.4,LGR
2009,2,18,12,9.2,-8.6,1017,57.4,2009021812,5.1,SPZ
2009,2,18,18,8.6,-10.4,1022.4,55.6,2009021818,3.4,LGR
2009,2,19,3,5.8,-13.6,1020.1,44.3,2009021903,2.1,SPZ
2009,2,19,9,8.8,-10.6,1024,52.9,2009021909,3.3,LGR
2009,2,19,18,6.4,-11.8,1022.4,50.1,2009021918,3.1,SPZ
2009,2,20,0,6.1,-7.8,1029.4,71.8,2009022000,2.7,LGR
2009,2,20,9,9.4,-6.7,1024.7,67.8,2009022009,3.1,SPZ
2009,2,20,15,6.7,-3.2,1026.1,70.6,2009022015,2.8,LGR
2009,2,21,0,8,-7.3,1025.7,74.8,2009022100,4.1,SPZ
2009,2,21,6,6.3,-7,1029.3,87.3,2009022106,3.4,LGR
2009,2,21,15,3.5,-4.3,1025,80.6,2009022115,5.7,SPZ
2009,2,21,21,7.7,-7.1,1029.4,74.6,2009022121,3.6,LGR
2009,2,22,6,4.3,-5.4,1021.4,73.8,2009022206,3.6,SPZ
2009,2,22,12,9.6,-0.5,1020.7,81.6,2009022212,4.3,LGR
2009,2,22,21,9.8,-5.9,1017.8,80,2009022221,5.7,SPZ
2009,2,23,3,6.8,-6.4,1020.3,78.5,2009022303,2.2,LGR
2009,2,23,12,7.9,-4.5,1014.2,78,2009022312,5.7,SPZ
2009,2,23,18,8.6,-7.4,1018.6,69.9,2009022318,2.3,LGR
2009,2,24,3,8.3,-9.1,1015.2,84,2009022403,4.6,SPZ
2009,2,24,9,9.1,-6.4,1020.1,82.7,2009022409,3.3,LGR
2009,2,24,18,7.3,-10.5,1022.1,75.1,2009022418,3.1,SPZ
2009,2,25,0,3.5,-4.8,1027.6,37.6,2009022500,2.7,LGR
2009,2,25,9,1.7,-7.8,1028.7,57.6,2009022509,2.1,SPZ
2009,2,25,15,6.2,-1.1,1026.1,45.1,2009022515,3.6,LGR
2009,2,26,0,5.3,-4.5,1020.1,64.9,2009022600,1.6,SPZ
2009,2,26,6,3.4,-4,1026.2,44.7,2009022606,3.1,LGR
2009,2,26,15,4.8,-0.1,1018.7,81.1,2009022615,5.7,SPZ
2009,2,26,21,10.5,-1.1,1018.3,64.9,2009022621,3.6,LGR
2009,2,27,6,12.7,-4.6,1015.1,71.2,2009022706,1,SPZ
2009,2,27,12,10.2,0.2,1016.8,69.4,2009022712,3.9,LGR
2009,2,27,21,9.9,-3.3,1018.1,77.6,2009022721,2.6,SPZ
2009,2,28,3,4,-0.3,1018.4,62.5,2009022803,3.1,LGR
2009,2,28,12,1.8,3.2,1016.2,78,2009022812,5.1,SPZ
2009,2,28,18,3.8,2.2,1015.5,66.9,2009022818,2.6,LGR
2009,3,1,3,2.8,-3,1017.8,81.6,2009030103,2.1,SPZ
2009,3,1,18,3.3,-1.4,1014.2,98.5,2009030118,2.6,LGR
2009,3,2,9,1.9,-1.7,1014.1,91.3,2009030209,1,SPZ
2009,3,2,15,6.9,1.4,1013.4,89.2,2009030215,2.8,LGR
2009,3,3,0,4.7,-3.5,1013.5,94,2009030300,1,SPZ
2009,3,3,15,4.3,-1.2,1013.4,93.4,2009030315,4.6,LGR
2009,3,3,21,3.4,-4,1012,81.5,2009030321,2.6,SPZ
2009,3,4,6,6.8,-4.2,1008.8,98,2009030406,7.2,LGR
2009,3,4,12,8.4,-1.2,998.7,81.4,2009030412,5.5,SPZ
2009,3,4,21,9.2,-1.9,990.4,94.7,2009030421,3.1,LGR
2009,3,5,3,9.8,-1.2,983.7,92.3,2009030503,5.3,SPZ
2009,3,5,12,11.1,-0.8,975.7,84.4,2009030512,2.1,LGR
2009,3,5,18,9.4,-2.5,978.1,84.4,2009030518,3.3,SPZ
2009,3,6,3,6.6,-3.7,983.6,93.7,2009030603,5.7,LGR
2009,3,6,9,7.7,-2.8,989.5,75.6,2009030609,4.5,SPZ
2009,3,6,18,5.4,-3.4,991.6,87.3,2009030618,6.2,LGR
2009,3,7,0,9.1,-5.5,1010.7,77.3,2009030700,2.4,SPZ
2009,3,7,9,14.1,-4.3,1001.1,72.1,2009030709,9.3,LGR
2009,3,7,15,11.5,-3.4,1010.7,73.7,2009030715,5.8,SPZ
2009,3,8,0,3.7,-3.8,1008.2,60.5,2009030800,5.1,LGR
2009,3,8,6,3.7,-3.4,1012.3,26.7,2009030806,3.9,SPZ
2009,3,8,15,2.4,0.9,1008.9,65.4,2009030815,1,LGR
2009,3,8,21,2.4,-0.2,1006.9,45.3,2009030821,3.1,SPZ
2009,3,9,6,3.5,-4.5,1007.2,93.5,2009030906,5.1,LGR
2009,3,9,12,12.5,-6,1013.7,77.4,2009030912,3.4,SPZ
2009,3,9,21,10,-10.6,1019.5,82.5,2009030921,8.2,LGR
2009,3,10,3,8.5,-7.8,1020.7,75.9,2009031003,1.7,SPZ
2009,3,10,12,4.3,-4.4,1018.1,68.4,2009031012,4.1,LGR
2009,3,10,18,4.7,-3.2,1012.5,87.2,2009031018,1.2,SPZ
2009,3,11,3,2.2,-7.4,1012.9,77.6,2009031103,2.6,LGR
2009,3,11,9,10.3,-5.8,1017.5,81.8,2009031109,3.1,SPZ
2009,3,11,18,13.6,-9.3,1021,76.8,2009031118,5.1,LGR
2009,3,12,0,10.1,-3,1022.3,82.2,2009031200,2.9,SPZ
2009,3,12,9,4.1,-5.6,1025.4,55.4,2009031209,4.1,LGR
2009,3,12,15,7.8,0.7,1021,79.3,2009031215,3.8,SPZ
2009,3,13,0,2.7,-2.6,1020,54.3,2009031300,3.1,LGR
2009,3,13,6,14.3,-1.8,1017.7,82.6,2009031306,3.4,SPZ
2009,3,13,15,15.7,-1.7,1017.6,76.9,2009031315,12.9,LGR
2009,3,13,21,6.4,-1.1,1020.1,42,2009031321,1.9,SPZ
2009,3,14,6,1,-2.5,1021.1,50.5,2009031406,2.6,LGR
2009,3,14,12,2.8,5.5,1016.4,59.1,2009031412,1.7,SPZ
2009,3,14,21,1.6,-1.2,1020.3,71.7,2009031421,2.6,LGR
2009,3,15,3,3.3,-0.9,1023.2,66.2,2009031503,1.4,SPZ
2009,3,15,12,3.5,0.9,1021.9,75.7,2009031512,5.1,LGR
2009,3,15,18,8.6,-2.1,1026.7,77.9,2009031518,2.9,SPZ
2009,3,16,3,7.4,-5.2,1028,67.8,2009031603,3.1,LGR
2009,3,16,9,8,-0.8,1029.1,62.8,2009031609,2.6,SPZ
2009,3,16,18,3.6,-2.1,1028.1,70.9,2009031618,3.1,LGR
2009,3,17,0,5.8,-1.4,1031.6,51.6,2009031700,2.4,SPZ
2009,3,17,9,2.5,0.3,1027.6,59.2,2009031709,2.6,LGR
2009,3,17,15,8.8,3.7,1027.4,80.8,2009031715,3.8,SPZ
2009,3,18,0,7.4,-4.9,1026.7,48.4,2009031800,5.7,LGR
2009,3,18,6,7.6,-2.9,1031.1,50.3,2009031806,3.1,SPZ
2009,3,18,15,3.7,-0.7,1026.3,46.7,2009031815,7.2,LGR
2009,3,18,21,3.9,-4.3,1028.1,56,2009031821,1.8,SPZ
2009,3,19,6,6.8,-6.3,1023.1,58.5,2009031906,4.6,LGR
2009,3,19,12,8.2,-1.1,1020,62.6,2009031912,3.6,SPZ
2009,3,19,21,10.5,-9,1021.2,73.4,2009031921,2.6,LGR
2009,3,20,3,8.4,-9.1,1025,89.2,2009032003,2.9,SPZ
2009,3,20,12,9,-8.7,1023.7,62.2,2009032012,5.7,LGR
2009,3,20,18,8.5,-9.8,1028.3,77.1,2009032018,2.6,SPZ
2009,3,21,3,7.6,-12.5,1024.6,58.1,2009032103,3.6,LGR
2009,3,21,9,8.8,-9.2,1026.8,58.9,2009032109,5.1,SPZ
2009,3,21,18,6.8,-10.2,1024,62.3,2009032118,3.1,LGR
2009,3,22,0,8,-5.2,1025,53.1,2009032200,2.2,SPZ
2009,3,22,9,8.1,-2.9,1018.5,54.4,2009032209,4.1,LGR
2009,3,22,15,10.4,-1.3,1022.2,62,2009032215,2.6,SPZ
2009,3,23,0,9.8,-4.4,1011.5,72.3,2009032300,6.2,LGR
2009,3,23,6,11.9,-2.6,1019.1,56.3,2009032306,2.9,SPZ
2009,3,23,15,6.4,0.2,1012.6,71.5,2009032315,8.2,LGR
2009,3,23,21,12.3,-1.1,1008.5,71.4,2009032321,1.8,SPZ
2009,3,24,6,7.1,-6.3,1001,88.4,2009032406,4.6,LGR
2009,3,24,12,10.9,-6.4,1006.8,75.8,2009032412,3.9,SPZ
2009,3,24,21,13.2,-10.4,1008.2,82.4,2009032421,9.3,LGR
2009,3,25,3,12.2,-8.6,1011.8,80.4,2009032503,1.9,SPZ
2009,3,25,12,5.7,-4.7,1007.9,69.4,2009032512,2.1,LGR
2009,3,25,18,10.9,-2.3,1001.9,73.9,2009032518,1.9,SPZ
2009,3,26,3,2.9,-7.5,1006.8,94.5,2009032603,5.1,LGR
2009,3,26,9,8.9,-5.5,1012.7,81.2,2009032609,2.6,SPZ
2009,3,26,18,3.2,-4.8,1012.5,68.8,2009032618,4.1,LGR
2009,3,27,0,3.5,-1.5,1007.8,75,2009032700,3.1,SPZ
2009,3,27,9,2.3,-1.4,1009.9,74.8,2009032709,4.1,LGR
2009,3,27,15,6.4,2.3,1004.7,76.6,2009032715,2.9,SPZ
2009,3,28,0,8,-1.5,1005.9,97.1,2009032800,6.7,LGR
2009,3,28,6,7,-0.9,1004.5,82.9,2009032806,3.4,SPZ
2009,3,28,15,10.6,0.1,1006.8,95.5,2009032815,6.2,LGR
2009,3,28,21,7.5,-0.5,1002.1,93,2009032821,5.9,SPZ
2009,3,29,6,5.2,-0.3,1003.3,95.8,2009032906,2.1,LGR
2009,3,29,12,7.4,1.6,1001,91.3,2009032912,2.2,SPZ
2009,3,29,21,4.3,-0.7,1001.8,93.7,2009032921,2.1,LGR
2009,3,30,3,10.4,-3.9,1010,88.3,2009033003,3.6,SPZ
2009,3,30,18,0.7,0.7,1015.6,83.8,2009033018,1.9,LGR
2009,3,31,3,2.1,-1.1,1017.1,86.9,2009033103,1,SPZ
2009,3,31,9,3.3,3.3,1016.4,73,2009033109,2.1,LGR
2009,3,31,18,6.1,2.1,1015.6,92.9,2009033118,2.1,SPZ
2009,4,1,0,8.1,2,1015.1,78.1,2009040100,1,LGR
2009,4,1,9,4.5,2.3,1015,95.7,2009040109,2.1,SPZ
2009,4,1,15,6.6,6.3,1012.7,75.7,2009040115,2.1,LGR
2009,4,2,0,8.2,0.7,1018,94.2,2009040200,2.1,SPZ
2009,4,2,6,6,2,1015.2,79.8,2009040206,1.6,LGR
2009,4,2,15,9.7,1.4,1016,99.9,2009040215,3.1,SPZ
2009,4,2,21,8.4,2,1017.3,89.5,2009040221,1.6,LGR
2009,4,3,6,4.8,-0.7,1020.2,86.3,2009040306,1,SPZ
2009,4,3,12,6.3,6.6,1018.4,55.9,2009040312,3.6,LGR
2009,4,3,21,5.7,0.9,1019.5,83.5,2009040321,1,SPZ
2009,4,4,3,1.4,1,1020.4,63.2,2009040403,1.8,LGR
2009,4,4,12,8.8,4.2,1018.7,82.1,2009040412,3.6,SPZ
2009,4,4,18,3.3,4.4,1019.1,84.4,2009040418,1.6,LGR
2009,4,5,3,5.1,-0.2,1020.3,90.3,2009040503,5.1,SPZ
2009,4,5,9,4.9,4.6,1020.7,73.7,2009040509,2.3,LGR
2009,4,5,18,2.3,2.6,1019.1,85.7,2009040518,1,SPZ
2009,4,6,0,2.9,2,1018.2,62.3,2009040600,1.1,LGR
2009,4,6,9,3.4,3.1,1019,84.3,2009040609,2.6,SPZ
2009,4,6,15,4.4,6.5,1015.9,68.3,2009040615,2.8,LGR
2009,4,7,0,2.3,0.5,1017.5,72.7,2009040700,1.6,SPZ
2009,4,7,6,3.6,1.9,1015.4,66.3,2009040706,0.2,LGR
2009,4,7,15,5.7,4.2,1015.1,85.1,2009040715,5.1,SPZ
2009,4,7,21,3.4,2.2,1016.5,65.2,2009040721,1.6,LGR
2009,4,8,6,1.9,0.4,1017.9,74.4,2009040806,2.6,SPZ
2009,4,8,12,4.8,6.7,1016.2,59.3,2009040812,2.1,LGR
2009,4,8,21,0.8,1,1018.8,81.3,2009040821,3.1,SPZ
2009,4,9,3,2.2,2,1019.2,55.6,2009040903,1.6,LGR
2009,4,9,12,4.1,4.9,1019.5,72.7,2009040912,3.1,SPZ
2009,4,9,18,4,4.2,1017.4,67.4,2009040918,3.3,LGR
2009,4,10,3,2.9,-0.5,1018.6,83.1,2009041003,2.6,SPZ
2009,4,10,9,5.2,4,1015.9,64.2,2009041009,4.1,LGR
2009,4,10,18,3.6,1.3,1014.7,75.7,2009041018,2.1,SPZ
2009,4,11,9,3.7,2.5,1014.2,63,2009041109,5.1,LGR
2009,4,11,15,6,5.8,1011.7,70.2,2009041115,4.6,SPZ
2009,4,12,0,3.7,-0.1,1012.1,65,2009041200,2.1,LGR
2009,4,12,15,2.7,4.2,1011.3,82.8,2009041215,4.1,SPZ
2009,4,13,6,5.2,0.8,1007.5,52,2009041306,2.1,LGR
2009,4,13,12,3.7,7.1,1007.3,61.3,2009041312,2.9,SPZ
2009,4,13,21,5.3,0.1,1008.5,72.9,2009041321,3.1,LGR
2009,4,14,3,1.7,2.5,1008.5,75.9,2009041403,1.7,SPZ
2009,4,14,12,1.6,4.2,1008.8,83.2,2009041412,3.1,LGR
2009,4,14,18,3.5,4.9,1009.4,70.2,2009041418,2.6,SPZ
2009,4,15,3,2,0.2,1013.6,66.2,2009041503,2.6,LGR
2009,4,15,9,4.6,5.2,1012.9,63.1,2009041509,3.6,SPZ
2009,4,15,18,4.5,2.4,1014.9,93.9,2009041518,5.7,LGR
2009,4,16,0,6,0,1010.9,76.5,2009041600,3.1,SPZ
2009,4,16,9,7,2.7,1014.6,85,2009041609,4.1,LGR
2009,4,16,15,10.4,5.6,1007.4,77.1,2009041615,5.3,SPZ
2009,4,17,0,2.9,-1.8,1011.6,88.3,2009041700,5.1,LGR
2009,4,17,6,2.6,-0.7,1009,82.9,2009041706,1.4,SPZ
2009,4,17,15,3.8,1.3,1009.6,90,2009041715,4.1,LGR
2009,4,17,21,2.9,-0.9,1011.8,77,2009041721,1,SPZ
2009,4,18,6,3.3,-1.8,1014.2,96.5,2009041806,2.6,LGR
2009,4,18,12,2.2,3.9,1012.3,64.6,2009041812,2.6,SPZ
2009,4,18,21,1.9,-1.3,1016.5,93.3,2009041821,1,LGR
2009,4,19,3,4.2,-0.8,1018.1,74.7,2009041903,1.8,SPZ
2009,4,19,12,8,3.1,1017.7,87.7,2009041912,3.6,LGR
2009,4,19,18,4.2,4.4,1016.5,85.2,2009041918,2.9,SPZ
2009,4,20,3,6.6,1,1019.6,98.5,2009042003,4.1,LGR
2009,4,20,9,8.1,3,1020.3,84.6,2009042009,2.8,SPZ
2009,4,20,18,4.8,2.7,1017.9,87.1,2009042018,3.1,LGR
2009,4,21,0,4.5,3.3,1018.4,71.5,2009042100,2.4,SPZ
2009,4,21,9,10.6,2,1017.5,96.2,2009042109,6.2,LGR
2009,4,21,15,1.9,8.1,1016.6,76.1,2009042115,2.1,SPZ
2009,4,22,0,5.7,0.6,1017.3,70.3,2009042200,2.6,LGR
2009,4,22,6,7.2,2.5,1020.1,65.1,2009042206,3.1,SPZ
2009,4,22,15,5.4,6.9,1015.6,53.6,2009042215,4.1,LGR
2009,4,22,21,7.2,2.2,1019.2,88.3,2009042221,1.9,SPZ
2009,4,23,12,7,2.4,1018.8,61.9,2009042312,3.1,LGR
2009,4,24,18,7.2,0.4,1019.6,75.9,2009042418,3.8,SPZ
2009,4,25,3,2.2,-2.8,1021.9,82.9,2009042503,3.1,LGR
2009,4,25,9,5.1,3.6,1019.1,65.1,2009042509,3.1,SPZ
2009,4,25,18,2.5,1.6,1020.2,95.3,2009042518,4.6,LGR
2009,4,26,0,7.3,1.2,1014.3,76.5,2009042600,3.8,SPZ
2009,4,26,9,5.4,2,1019.6,66.4,2009042609,4.6,LGR
2009,4,26,15,11.5,6.8,1010.7,76.5,2009042615,6.3,SPZ
2009,4,27,0,10.4,1.3,1008.3,96.8,2009042700,2.6,LGR
2009,4,27,6,9.4,2.4,1009.1,88.9,2009042706,3.6,SPZ
2009,4,27,15,5.6,3,1011,99.1,2009042715,5.7,LGR
2009,4,27,21,13.1,2.8,1005,90.2,2009042721,6.3,SPZ
2009,4,28,6,10.4,1.8,1003,96.1,2009042806,1.6,LGR
2009,4,28,12,10.2,5.5,1001.1,85.5,2009042812,5,SPZ
2009,4,28,21,5.1,0.2,1004.4,97.5,2009042821,3.1,LGR
2009,4,29,3,2.8,0,1005,94.6,2009042903,3.9,SPZ
2009,4,29,12,4,0.7,1005.1,89.5,2009042912,3.1,LGR
2009,4,29,18,9,0.7,1008.1,85,2009042918,5,SPZ
2009,4,30,3,8.6,-2.2,1011.4,78.2,2009043003,2.1,LGR
2009,4,30,9,9.5,1,1015.5,80.9,2009043009,3.8,SPZ
2009,4,30,18,7.9,2,1012.5,78,2009043018,3.1,LGR
2009,5,1,0,6.6,1.9,1021.6,77.6,2009050100,3.1,SPZ
2009,5,1,9,1.9,4.3,1017,67.2,2009050109,2.1,LGR
2009,5,1,15,6.5,7.5,1018.6,63.2,2009050115,3.1,SPZ
2009,5,2,0,7.4,1.1,1022.9,61,2009050200,2.6,LGR
2009,5,2,6,9.5,2.5,1024.9,92.7,2009050206,3.4,SPZ
2009,5,2,15,9,5.8,1021.8,67.2,2009050215,6.7,LGR
2009,5,2,21,7.6,2.2,1026.9,83.7,2009050221,1.9,SPZ
2009,5,3,6,7.2,0.7,1024.3,68.4,2009050306,2.6,LGR
2009,5,3,12,2.3,7.4,1023,62,2009050312,3.6,SPZ
2009,5,3,21,2.6,1.7,1021.7,82.1,2009050321,1,LGR
2009,5,4,3,3,1.8,1022,81.7,2009050403,2.1,SPZ
2009,5,4,12,2.9,3.6,1018.4,91.2,2009050412,3.1,LGR
2009,5,4,18,9.1,2.5,1020.1,83.9,2009050418,2.8,SPZ
2009,5,5,3,5.2,-3.4,1021.4,73.7,2009050503,1,LGR
2009,5,5,9,7.7,2,1022.3,58.5,2009050509,3.9,SPZ
2009,5,5,18,8.1,1.8,1020,78.4,2009050518,6.2,LGR
2009,5,6,0,3,3.6,1021.1,55.4,2009050600,1.7,SPZ
2009,5,6,9,2.1,3.8,1020,72.7,2009050609,2.1,LGR
2009,5,6,15,9.3,8.4,1018.7,71.5,2009050615,3.4,SPZ
2009,5,7,0,0.8,3.8,1021.4,63.4,2009050700,3.1,LGR
2009,5,7,6,2.5,5.4,1020.6,44.7,2009050706,1.7,SPZ
2009,5,7,15,2.8,8,1021.1,79.2,2009050715,4.1,LGR
2009,5,7,21,1.9,6.8,1020.8,49.9,2009050721,1.6,SPZ
2009,5,8,6,2.5,3.8,1021.4,97.5,2009050806,1,LGR
2009,5,8,12,2.9,9.6,1018.3,76.5,2009050812,3.6,SPZ
2009,5,8,21,1.6,5.3,1021.3,96.7,2009050821,3.1,LGR
2009,5,9,3,2.4,5.9,1021.6,79.3,2009050903,1.9,SPZ
2009,5,9,12,2.7,6.7,1022.8,99.5,2009050912,5.7,LGR
2009,5,9,18,5.3,9.1,1020.1,86.4,2009050918,4.3,SPZ
2009,5,10,3,1.6,3.8,1023.1,87.4,2009051003,2.1,LGR
2009,5,10,9,2.9,8.5,1022,82.5,2009051009,2.9,SPZ
2009,5,10,18,4.1,6.9,1021.5,96.3,2009051018,3.6,LGR
2009,5,11,0,3.1,6.8,1019,64.6,2009051100,2.6,SPZ
2009,5,11,9,2.8,7.2,1020.4,70.7,2009051109,1,LGR
